tcc_id,convective_lat,convective_lon,pixel_count,mean_tb,min_tb,median_tb,std_tb,max_radius_km,min_radius_km,mean_radius_km,max_cloud_height,mean_cloud_height,area_km2,circularity,is_parent,group_size,timestamp,time_step,track_id,movement_distance_km,movement_speed_kmh
1,-22.412060301507545,38.14070351758794,169,208.13617,180.0,221.55424,18.657112,351.40703517587866,0.0,210.84391864734823,16.63846,12.309822,305400.12034223933,0.8866654565417079,False,1,2024-01-01 00:00:00,1,1,,
1,-9.39698492462312,37.688442211055275,110,210.48062,184.21964,211.54529,15.935989,278.13768034136194,0.0,174.54595179959458,15.989286,11.949131,212675.31815262133,0.8946747932128755,False,1,2024-01-01 03:00:00,7,2,0.0,0.0
1,18.743718592964825,97.38693467336684,140,212.94687,186.25728,221.76706,14.344298,295.72830231653785,0.0,191.9497468402824,15.675802,11.569711,259861.82510851655,0.8702893483878336,False,1,2024-01-01 04:30:00,10,3,0.0,0.0
