tcc_id,convective_lat,convective_lon,pixel_count,mean_tb,min_tb,median_tb,std_tb,max_radius_km,min_radius_km,mean_radius_km,max_cloud_height,mean_cloud_height,area_km2,circularity,is_parent,group_size,timestamp,time_step,movement_distance_km,movement_speed_kmh,track_id
1,22.964824120603016,72.96482412060303,116,212.9424,192.49992,209.20407,11.554475,259.10094222366394,0.0,171.88178698694355,14.715395,11.570397,209380.3497046805,0.9101918627821157,False,1,2024-01-01 07:00:00,15,0.0,0.0,4
1,25.07537688442211,74.77386934673368,158,214.73648,191.42442,222.1048,12.281661,315.65390114286794,0.0,199.7664066924688,14.880857,11.294386,280849.41077553126,0.8707339154779149,False,1,2024-01-01 15:30:00,32,297.5300109492683,35.00353069991392,4
1,8.190954773869347,65.27638190954774,137,205.8921,180.0,195.17923,18.752995,300.67926880906043,0.0,194.03739674140678,16.63846,12.65506,265817.8607244421,0.848711931367973,False,1,2024-01-01 08:00:00,17,0.0,0.0,5
1,10.65326633165829,60.753768844221106,125,207.37083,180.0,221.41081,20.34785,351.40703517587946,0.0,194.3734745362069,16.63846,12.427566,241299.4462530685,0.8488863547982994,False,1,2024-01-01 14:30:00,30,565.6519240757976,87.02337293473809,5
1,-6.5829145728643255,97.8391959798995,100,213.85724,190.76047,207.80847,13.311282,261.2922022471646,0.0,167.007754027367,14.983004,11.429653,194735.1600948676,0.8631453101807601,False,1,2024-01-01 14:00:00,29,0.0,0.0,6
1,15.226130653266331,56.68341708542714,138,204.57884,180.0,193.36754,19.595615,316.0952643275404,0.0,194.94137422052432,16.63846,12.8571,261297.79314025215,0.8559044004805966,False,1,2024-01-01 17:00:00,35,0.0,0.0,7
1,-21.356783919597994,61.20603015075377,166,211.8326,185.38246,221.85837,15.028793,326.05758494805957,0.0,207.37245201496293,15.8103895,11.741139,303301.2756543234,0.8944216629137204,False,1,2024-01-01 18:00:00,37,0.0,0.0,8
1,-19.2462311557789,112.76381909547739,120,214.09056,190.93172,208.54884,12.976124,277.395511049082,0.0,177.86658279745055,14.956658,11.393758,222304.20833453038,0.8439888085836258,False,1,2024-01-01 19:00:00,39,0.0,0.0,9
