track_id,start_time,end_time,duration_hours,num_observations,total_distance_km,avg_speed_kmh,start_lat,start_lon,end_lat,end_lon,avg_area_km2,avg_min_tb,avg_circularity,intensity_change_k,area_change_km2,max_area_km2,min_intensity_tb,is_parent_cluster
4,2024-01-01 07:00:00,2024-01-01 15:30:00,8.5,2,297.5300109492683,35.00353069991392,22.964824120603016,72.96482412060303,25.07537688442211,74.77386934673368,245114.88024010588,191.96217,0.8904628891300153,-1.0755005,71469.06107085076,280849.41077553126,191.42442,False
5,2024-01-01 08:00:00,2024-01-01 14:30:00,6.5,2,565.6519240757976,87.02337293473809,8.190954773869347,65.27638190954774,10.65326633165829,60.753768844221106,253558.6534887553,180.0,0.8487991430831362,0.0,-24518.414471373602,265817.8607244421,180.0,False
6,2024-01-01 14:00:00,2024-01-01 14:00:00,0.0,1,0.0,0.0,-6.5829145728643255,97.8391959798995,-6.5829145728643255,97.8391959798995,194735.1600948676,190.76047,0.8631453101807601,0.0,0.0,194735.1600948676,190.76047,False
7,2024-01-01 17:00:00,2024-01-01 17:00:00,0.0,1,0.0,0.0,15.226130653266331,56.68341708542714,15.226130653266331,56.68341708542714,261297.79314025215,180.0,0.8559044004805966,0.0,0.0,261297.79314025215,180.0,False
8,2024-01-01 18:00:00,2024-01-01 18:00:00,0.0,1,0.0,0.0,-21.356783919597994,61.20603015075377,-21.356783919597994,61.20603015075377,303301.2756543234,185.38246,0.8944216629137204,0.0,0.0,303301.2756543234,185.38246,False
9,2024-01-01 19:00:00,2024-01-01 19:00:00,0.0,1,0.0,0.0,-19.2462311557789,112.76381909547739,-19.2462311557789,112.76381909547739,222304.20833453038,190.93172,0.8439888085836258,0.0,0.0,222304.20833453038,190.93172,False
